win_lose,y_col,y_row,r_col,r_row,y_def,y_n,y_atk,r_def,r_n,r_atk,turn,g_type
Win,4,2.25,3.86,1.86,37.5%,50.0%,12.5%,14.285714285714285%,71.42857142857143%,14.285714285714285%,15,Sim
Lose,3.9,2.4,4.1,2.2,40.0%,60.0%,0.0%,40.0%,30.0%,30.0%,20,Sim
Win,4.27,2.73,4,3.07,6.666666666666667%,86.66666666666667%,6.666666666666667%,42.857142857142854%,57.14285714285714%,0.0%,29,Sim
Lose,3.38,3.15,3.62,2.15,23.076923076923077%,61.53846153846154%,15.384615384615385%,38.46153846153847%,53.84615384615385%,7.6923076923076925%,26,Sim
Win,3.5,2.25,4.36,2.36,25.0%,66.66666666666666%,8.333333333333332%,36.36363636363637%,63.63636363636363%,0.0%,23,Sim
Draw,4.24,3.71,3.76,3.29,33.33333333333333%,61.904761904761905%,4.761904761904762%,33.33333333333333%,61.904761904761905%,4.761904761904762%,42,Sim
Win,3.95,3.35,4.11,3.32,30.0%,65.0%,5.0%,42.10526315789473%,52.63157894736842%,5.263157894736842%,39,Sim
Win,4.13,2.73,4.36,3.07,33.33333333333333%,60.0%,6.666666666666667%,42.857142857142854%,57.14285714285714%,0.0%,29,Sim
Win,4.62,2.69,4,2.67,15.384615384615385%,69.23076923076923%,15.384615384615385%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Win,3.47,2.93,3.57,3,46.666666666666664%,40.0%,13.333333333333334%,42.857142857142854%,28.57142857142857%,28.57142857142857%,29,Sim
Lose,4.06,3,3.62,2.94,43.75%,56.25%,0.0%,25.0%,62.5%,12.5%,32,Sim
Win,4.33,2.67,4.18,2.45,25.0%,66.66666666666666%,8.333333333333332%,27.27272727272727%,54.54545454545454%,18.181818181818183%,23,Sim
Draw,3.71,3.33,4.29,3.67,38.095238095238095%,61.904761904761905%,0.0%,33.33333333333333%,57.14285714285714%,9.523809523809524%,42,Sim
Win,4.67,2.67,4.57,3,20.0%,73.33333333333333%,6.666666666666667%,50.0%,42.857142857142854%,7.142857142857142%,29,Sim
Win,3.7,2.7,3.89,2.11,10.0%,80.0%,10.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Draw,3.67,3.38,4.33,3.62,28.57142857142857%,71.42857142857143%,0.0%,42.857142857142854%,52.38095238095239%,4.761904761904762%,42,Sim
Win,3.29,2.93,3.46,2.77,42.857142857142854%,42.857142857142854%,14.285714285714285%,38.46153846153847%,46.15384615384615%,15.384615384615385%,27,Sim
Lose,4.11,1.89,4.22,2.22,22.22222222222222%,77.77777777777779%,0.0%,33.33333333333333%,55.55555555555556%,11.11111111111111%,18,Sim
Win,4.14,1.86,3.17,1.83,28.57142857142857%,57.14285714285714%,14.285714285714285%,16.666666666666664%,66.66666666666666%,16.666666666666664%,13,Sim
Lose,4.5,1.88,3.38,2,25.0%,75.0%,0.0%,25.0%,50.0%,25.0%,16,Sim
Lose,4.57,1.71,4.29,1.57,57.14285714285714%,42.857142857142854%,0.0%,0.0%,71.42857142857143%,28.57142857142857%,14,Sim
Lose,3,1.71,4,2.14,14.285714285714285%,71.42857142857143%,14.285714285714285%,14.285714285714285%,71.42857142857143%,14.285714285714285%,14,Sim
Win,4.67,3,4.14,2.79,40.0%,53.333333333333336%,6.666666666666667%,28.57142857142857%,71.42857142857143%,0.0%,29,Sim
Lose,4.36,2,3.82,2.55,9.090909090909092%,81.81818181818183%,9.090909090909092%,36.36363636363637%,45.45454545454545%,18.181818181818183%,22,Sim
Lose,4.38,2.77,4.62,2.92,30.76923076923077%,69.23076923076923%,0.0%,38.46153846153847%,46.15384615384615%,15.384615384615385%,26,Sim
Win,4.27,2.45,4.1,2.7,18.181818181818183%,72.72727272727273%,9.090909090909092%,30.0%,60.0%,10.0%,21,Sim
Draw,4.29,3.38,3.71,3.62,33.33333333333333%,61.904761904761905%,4.761904761904762%,42.857142857142854%,57.14285714285714%,0.0%,42,Sim
Win,2.54,3,3.42,2.92,15.384615384615385%,61.53846153846154%,23.076923076923077%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Lose,3.5,1.67,3.83,2.17,0.0%,100.0%,0.0%,16.666666666666664%,66.66666666666666%,16.666666666666664%,12,Sim
Win,3.62,1.75,4.14,1.57,12.5%,75.0%,12.5%,14.285714285714285%,85.71428571428571%,0.0%,15,Sim
Win,3.19,3,3.6,3,18.75%,68.75%,12.5%,40.0%,60.0%,0.0%,31,Sim
Win,5.1,2.2,4.56,2.44,20.0%,70.0%,10.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Win,3.31,3.19,3.67,3.13,25.0%,68.75%,6.25%,33.33333333333333%,66.66666666666666%,0.0%,31,Sim
Win,3.46,2.69,3.58,2.67,15.384615384615385%,76.92307692307693%,7.6923076923076925%,25.0%,66.66666666666666%,8.333333333333332%,25,Sim
Win,3.43,2.93,4.15,2.77,14.285714285714285%,78.57142857142857%,7.142857142857142%,30.76923076923077%,69.23076923076923%,0.0%,27,Sim
Lose,3.89,3.06,3.67,3.5,55.55555555555556%,44.44444444444444%,0.0%,27.77777777777778%,55.55555555555556%,16.666666666666664%,36,Sim
Lose,3.07,3.07,3.4,3.27,26.666666666666668%,73.33333333333333%,0.0%,53.333333333333336%,46.666666666666664%,0.0%,30,Sim
Draw,3.95,3.52,4.05,3.48,38.095238095238095%,57.14285714285714%,4.761904761904762%,47.61904761904761%,52.38095238095239%,0.0%,42,Sim
Win,3.92,2.08,4.08,2.83,7.6923076923076925%,76.92307692307693%,15.384615384615385%,50.0%,41.66666666666667%,8.333333333333332%,25,Sim
Lose,3.08,2.42,3.42,2.75,25.0%,75.0%,0.0%,16.666666666666664%,66.66666666666666%,16.666666666666664%,24,Sim
Win,3.21,2.86,3.46,2.85,28.57142857142857%,64.28571428571429%,7.142857142857142%,23.076923076923077%,76.92307692307693%,0.0%,27,Sim
Win,4.92,2.5,4.45,2.45,8.333333333333332%,83.33333333333334%,8.333333333333332%,36.36363636363637%,63.63636363636363%,0.0%,23,Sim
Lose,3.29,2.14,2.71,2.43,28.57142857142857%,71.42857142857143%,0.0%,14.285714285714285%,71.42857142857143%,14.285714285714285%,14,Sim
Win,3.69,2.46,3.67,2.33,38.46153846153847%,46.15384615384615%,15.384615384615385%,33.33333333333333%,66.66666666666666%,0.0%,25,Sim
Lose,3.22,2.22,3,2.33,22.22222222222222%,77.77777777777779%,0.0%,0.0%,66.66666666666666%,33.33333333333333%,18,Sim
Win,2.85,2.77,3,3.08,46.15384615384615%,38.46153846153847%,15.384615384615385%,41.66666666666667%,33.33333333333333%,25.0%,25,Sim
Lose,4.82,2.45,3.91,2.45,18.181818181818183%,81.81818181818183%,0.0%,36.36363636363637%,54.54545454545454%,9.090909090909092%,22,Sim
Win,3.77,2.54,3.5,2.42,30.76923076923077%,61.53846153846154%,7.6923076923076925%,41.66666666666667%,50.0%,8.333333333333332%,25,Sim
Win,3.25,2.67,3.18,2.55,25.0%,58.333333333333336%,16.666666666666664%,45.45454545454545%,54.54545454545454%,0.0%,23,Sim
Lose,4,2.33,4.17,2.67,16.666666666666664%,75.0%,8.333333333333332%,33.33333333333333%,50.0%,16.666666666666664%,24,Sim
Win,3.8,2.8,4.43,2.64,20.0%,66.66666666666666%,13.333333333333334%,35.714285714285715%,64.28571428571429%,0.0%,29,Sim
Lose,5,2.12,3.75,2.25,12.5%,75.0%,12.5%,37.5%,50.0%,12.5%,16,Sim
Win,4.29,1.57,5.5,1.83,0.0%,71.42857142857143%,28.57142857142857%,50.0%,50.0%,0.0%,13,Sim
Win,4.58,2.25,3.91,2.64,0.0%,83.33333333333334%,16.666666666666664%,27.27272727272727%,63.63636363636363%,9.090909090909092%,23,Sim
Lose,4.54,3,4.08,2.62,30.76923076923077%,69.23076923076923%,0.0%,38.46153846153847%,53.84615384615385%,7.6923076923076925%,26,Sim
Win,3.6,2.93,4,2.71,26.666666666666668%,53.333333333333336%,20.0%,50.0%,50.0%,0.0%,29,Sim
Win,5,3.15,4.33,2.5,23.076923076923077%,69.23076923076923%,7.6923076923076925%,25.0%,75.0%,0.0%,25,Sim
Win,4.62,2.38,4.14,2.29,12.5%,62.5%,25.0%,28.57142857142857%,57.14285714285714%,14.285714285714285%,15,Sim
Win,3.45,2.09,4.5,2.7,0.0%,90.9090909090909%,9.090909090909092%,30.0%,70.0%,0.0%,21,Sim
Lose,3.9,2.1,4.8,2.5,0.0%,90.0%,10.0%,40.0%,50.0%,10.0%,20,Sim
Draw,3.9,3.48,4.1,3.52,33.33333333333333%,66.66666666666666%,0.0%,42.857142857142854%,57.14285714285714%,0.0%,42,Sim
Lose,4.19,2.94,4.31,3.19,31.25%,68.75%,0.0%,18.75%,75.0%,6.25%,32,Sim
Lose,3.78,2.44,3.56,2,22.22222222222222%,77.77777777777779%,0.0%,22.22222222222222%,66.66666666666666%,11.11111111111111%,18,Sim
Win,4.07,2.67,4.14,3,46.666666666666664%,40.0%,13.333333333333334%,50.0%,35.714285714285715%,14.285714285714285%,29,Sim
Win,3.67,3.28,4.53,3.24,38.88888888888889%,55.55555555555556%,5.555555555555555%,35.294117647058826%,58.82352941176471%,5.88235294117647%,35,Sim
Win,3.94,2.94,3.67,3.13,12.5%,75.0%,12.5%,20.0%,73.33333333333333%,6.666666666666667%,31,Sim
Win,3.94,3.06,4.31,3.38,29.411764705882355%,64.70588235294117%,5.88235294117647%,25.0%,68.75%,6.25%,33,Sim
Win,4.43,1.57,3.83,1.33,28.57142857142857%,57.14285714285714%,14.285714285714285%,16.666666666666664%,66.66666666666666%,16.666666666666664%,13,Sim
Lose,3.21,3,3.79,2.86,21.428571428571427%,71.42857142857143%,7.142857142857142%,14.285714285714285%,78.57142857142857%,7.142857142857142%,28,Sim
Win,4.31,2.38,3.5,2.42,30.76923076923077%,61.53846153846154%,7.6923076923076925%,33.33333333333333%,66.66666666666666%,0.0%,25,Sim
Win,4.64,2.18,4.7,2.4,0.0%,72.72727272727273%,27.27272727272727%,10.0%,80.0%,10.0%,21,Sim
Lose,3.33,3.07,3.67,2.87,26.666666666666668%,73.33333333333333%,0.0%,33.33333333333333%,60.0%,6.666666666666667%,30,Sim
Win,3.77,2.54,3.92,2.92,23.076923076923077%,53.84615384615385%,23.076923076923077%,41.66666666666667%,50.0%,8.333333333333332%,25,Sim
Lose,4,2.27,4,2.82,18.181818181818183%,72.72727272727273%,9.090909090909092%,18.181818181818183%,72.72727272727273%,9.090909090909092%,22,Sim
Draw,4.24,3.52,3.76,3.48,33.33333333333333%,66.66666666666666%,0.0%,28.57142857142857%,57.14285714285714%,14.285714285714285%,42,Sim
Lose,4.1,2.3,4.3,2.4,40.0%,60.0%,0.0%,20.0%,60.0%,20.0%,20,Sim
Win,4.5,1,5,1.33,0.0%,75.0%,25.0%,33.33333333333333%,66.66666666666666%,0.0%,7,Sim
Lose,2.64,2.55,2.91,3.64,36.36363636363637%,63.63636363636363%,0.0%,18.181818181818183%,72.72727272727273%,9.090909090909092%,22,Sim
Win,3.28,3.17,4.35,3.24,16.666666666666664%,77.77777777777779%,5.555555555555555%,47.05882352941176%,52.94117647058824%,0.0%,35,Sim
Win,3.84,3.63,4.44,2.89,31.57894736842105%,63.1578947368421%,5.263157894736842%,22.22222222222222%,77.77777777777779%,0.0%,37,Sim
Lose,4.44,2.11,3.56,2.78,11.11111111111111%,88.88888888888889%,0.0%,33.33333333333333%,55.55555555555556%,11.11111111111111%,18,Sim
Lose,3.25,2.81,4,3.06,18.75%,81.25%,0.0%,25.0%,68.75%,6.25%,32,Sim
Lose,4.31,3.06,4.75,3.12,43.75%,56.25%,0.0%,31.25%,56.25%,12.5%,32,Sim
Lose,2.75,2.12,3.75,2.12,25.0%,75.0%,0.0%,25.0%,62.5%,12.5%,16,Sim
Win,3.5,2.86,3.38,2.62,21.428571428571427%,64.28571428571429%,14.285714285714285%,23.076923076923077%,76.92307692307693%,0.0%,27,Sim
Win,4.2,3.4,4.26,3.37,35.0%,55.00000000000001%,10.0%,36.84210526315789%,57.89473684210527%,5.263157894736842%,39,Sim
Win,4.07,2.73,4.14,3,40.0%,60.0%,0.0%,42.857142857142854%,50.0%,7.142857142857142%,29,Sim
Lose,4.56,2,3.89,2.11,33.33333333333333%,66.66666666666666%,0.0%,22.22222222222222%,55.55555555555556%,22.22222222222222%,18,Sim
Lose,4.83,2.83,3.92,2.5,33.33333333333333%,66.66666666666666%,0.0%,25.0%,66.66666666666666%,8.333333333333332%,24,Sim
Lose,4,3,4.06,2.94,52.94117647058824%,41.17647058823529%,5.88235294117647%,35.294117647058826%,52.94117647058824%,11.76470588235294%,34,Sim
Win,3.65,3.25,4.37,3.53,15.0%,80.0%,5.0%,21.052631578947366%,78.94736842105263%,0.0%,39,Sim
Win,3.27,2.55,3.2,2.2,45.45454545454545%,45.45454545454545%,9.090909090909092%,70.0%,30.0%,0.0%,21,Sim
Draw,3.95,3.57,4.05,3.43,52.38095238095239%,47.61904761904761%,0.0%,33.33333333333333%,61.904761904761905%,4.761904761904762%,42,Sim
Win,4,3.18,3.81,2.94,17.647058823529413%,76.47058823529412%,5.88235294117647%,18.75%,81.25%,0.0%,33,Sim
Win,4.12,3.06,4,2.81,41.17647058823529%,41.17647058823529%,17.647058823529413%,62.5%,31.25%,6.25%,33,Sim
Win,4.38,1.88,4.57,2.71,0.0%,100.0%,0.0%,14.285714285714285%,85.71428571428571%,0.0%,15,Sim
Win,4.29,2.57,4.08,3,35.714285714285715%,50.0%,14.285714285714285%,30.76923076923077%,69.23076923076923%,0.0%,27,Sim
Win,3.6,1.2,4.25,1.75,0.0%,60.0%,40.0%,50.0%,50.0%,0.0%,9,Sim
Win,3.87,2.4,4.29,3.07,20.0%,66.66666666666666%,13.333333333333334%,28.57142857142857%,71.42857142857143%,0.0%,29,Sim
Win,3,2.92,3.18,2.82,25.0%,41.66666666666667%,33.33333333333333%,45.45454545454545%,54.54545454545454%,0.0%,23,Sim
Lose,4.2,3,4.2,2.93,26.666666666666668%,73.33333333333333%,0.0%,26.666666666666668%,60.0%,13.333333333333334%,30,Sim
Draw,3.95,3.43,4.05,3.57,38.095238095238095%,57.14285714285714%,4.761904761904762%,38.095238095238095%,61.904761904761905%,0.0%,42,Sim
Win,4.42,2.42,4.73,2.45,16.666666666666664%,58.333333333333336%,25.0%,27.27272727272727%,72.72727272727273%,0.0%,23,Sim
Win,3.95,3.35,3.74,3.42,15.0%,75.0%,10.0%,31.57894736842105%,68.42105263157895%,0.0%,39,Sim
Win,3.7,2.3,4.11,2.22,20.0%,60.0%,20.0%,22.22222222222222%,77.77777777777779%,0.0%,19,Sim
Lose,4,2.79,4,3,50.0%,50.0%,0.0%,21.428571428571427%,50.0%,28.57142857142857%,28,Sim
Lose,3.86,2.79,3.43,3,28.57142857142857%,57.14285714285714%,14.285714285714285%,50.0%,42.857142857142854%,7.142857142857142%,28,Sim
Lose,3.77,2.62,3.54,2.77,23.076923076923077%,69.23076923076923%,7.6923076923076925%,23.076923076923077%,61.53846153846154%,15.384615384615385%,26,Sim
Lose,3.6,3.6,4.2,3.2,35.0%,60.0%,5.0%,35.0%,50.0%,15.0%,40,Sim
Win,4.2,2,3.89,2.44,30.0%,50.0%,20.0%,44.44444444444444%,44.44444444444444%,11.11111111111111%,19,Sim
Win,3.4,2.93,3.36,2.86,53.333333333333336%,46.666666666666664%,0.0%,28.57142857142857%,64.28571428571429%,7.142857142857142%,29,Sim
Win,3.78,2.22,3.62,2,11.11111111111111%,66.66666666666666%,22.22222222222222%,12.5%,75.0%,12.5%,17,Sim
Win,3.24,2.88,3.75,3.56,29.411764705882355%,58.82352941176471%,11.76470588235294%,50.0%,43.75%,6.25%,33,Sim
Lose,3.64,2.93,3.79,2.93,14.285714285714285%,85.71428571428571%,0.0%,14.285714285714285%,78.57142857142857%,7.142857142857142%,28,Sim
Lose,4.29,1.43,2.86,2.29,14.285714285714285%,71.42857142857143%,14.285714285714285%,42.857142857142854%,28.57142857142857%,28.57142857142857%,14,Sim
Lose,3.36,2.45,4.55,2.09,18.181818181818183%,63.63636363636363%,18.181818181818183%,45.45454545454545%,45.45454545454545%,9.090909090909092%,22,Sim
Win,4.4,2.5,5.44,2.11,20.0%,70.0%,10.0%,22.22222222222222%,77.77777777777779%,0.0%,19,Sim
Lose,3.94,2.88,5.12,3.12,37.5%,62.5%,0.0%,6.25%,75.0%,18.75%,32,Sim
Lose,2.9,2.3,3.5,2.8,10.0%,80.0%,10.0%,40.0%,50.0%,10.0%,20,Sim
Win,4.25,2.81,3.93,3.13,18.75%,68.75%,12.5%,33.33333333333333%,66.66666666666666%,0.0%,31,Sim
Lose,4.3,2.3,5.3,2.3,20.0%,70.0%,10.0%,10.0%,60.0%,30.0%,20,Sim
Win,4.12,2,4.71,2.29,12.5%,62.5%,25.0%,57.14285714285714%,42.857142857142854%,0.0%,15,Sim
Lose,2.93,3.07,3.43,3,28.57142857142857%,64.28571428571429%,7.142857142857142%,21.428571428571427%,64.28571428571429%,14.285714285714285%,28,Sim
Win,3.35,3.06,4.38,2.81,23.52941176470588%,70.58823529411765%,5.88235294117647%,18.75%,75.0%,6.25%,33,Sim
Lose,4.64,2.82,4.18,2.18,27.27272727272727%,72.72727272727273%,0.0%,27.27272727272727%,63.63636363636363%,9.090909090909092%,22,Sim
Lose,3.93,2.8,3.07,3.33,33.33333333333333%,66.66666666666666%,0.0%,20.0%,66.66666666666666%,13.333333333333334%,30,Sim
Win,2.75,2.25,3.57,1.86,12.5%,75.0%,12.5%,28.57142857142857%,71.42857142857143%,0.0%,15,Sim
Lose,4.12,2.88,4.06,3.29,29.411764705882355%,64.70588235294117%,5.88235294117647%,41.17647058823529%,41.17647058823529%,17.647058823529413%,34,Sim
Lose,5.5,1.67,4.17,2,0.0%,83.33333333333334%,16.666666666666664%,50.0%,33.33333333333333%,16.666666666666664%,12,Sim
Win,2.82,2.55,4.1,2.7,27.27272727272727%,63.63636363636363%,9.090909090909092%,40.0%,60.0%,0.0%,21,Sim
Lose,3.88,2.62,4.06,3.25,31.25%,68.75%,0.0%,25.0%,68.75%,6.25%,32,Sim
Lose,3.73,2.18,4.09,2.45,27.27272727272727%,72.72727272727273%,0.0%,36.36363636363637%,54.54545454545454%,9.090909090909092%,22,Sim
Win,4,2.64,4.38,2.85,14.285714285714285%,78.57142857142857%,7.142857142857142%,23.076923076923077%,76.92307692307693%,0.0%,27,Sim
Lose,3.93,3.14,3.71,2.36,35.714285714285715%,57.14285714285714%,7.142857142857142%,28.57142857142857%,57.14285714285714%,14.285714285714285%,28,Sim
Lose,4.1,2.4,3.9,2.2,10.0%,90.0%,0.0%,20.0%,70.0%,10.0%,20,Sim
Lose,3.89,1.78,4.11,2.22,22.22222222222222%,77.77777777777779%,0.0%,55.55555555555556%,33.33333333333333%,11.11111111111111%,18,Sim
Win,3.71,2.93,3.62,2.92,57.14285714285714%,28.57142857142857%,14.285714285714285%,53.84615384615385%,46.15384615384615%,0.0%,27,Sim
Win,3.43,2.79,4.08,3,7.142857142857142%,78.57142857142857%,14.285714285714285%,38.46153846153847%,61.53846153846154%,0.0%,27,Sim
Win,4.85,2.46,4.42,2.58,30.76923076923077%,53.84615384615385%,15.384615384615385%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Win,3.67,2.92,3.82,2.73,8.333333333333332%,83.33333333333334%,8.333333333333332%,27.27272727272727%,72.72727272727273%,0.0%,23,Sim
Win,4.1,1.9,4.44,2.67,0.0%,80.0%,20.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Win,3.39,2.89,4.65,3.29,22.22222222222222%,66.66666666666666%,11.11111111111111%,35.294117647058826%,64.70588235294117%,0.0%,35,Sim
Win,4.2,2.73,4.64,3.07,20.0%,73.33333333333333%,6.666666666666667%,28.57142857142857%,64.28571428571429%,7.142857142857142%,29,Sim
Win,3.65,3.06,4,3.12,17.647058823529413%,64.70588235294117%,17.647058823529413%,31.25%,62.5%,6.25%,33,Sim
Win,4.4,2.87,4.71,2.93,26.666666666666668%,60.0%,13.333333333333334%,35.714285714285715%,64.28571428571429%,0.0%,29,Sim
Lose,3.83,2.58,3.83,2.58,33.33333333333333%,66.66666666666666%,0.0%,25.0%,66.66666666666666%,8.333333333333332%,24,Sim
Lose,4.23,2.69,4.46,2.85,30.76923076923077%,69.23076923076923%,0.0%,38.46153846153847%,53.84615384615385%,7.6923076923076925%,26,Sim
Win,3.69,3,4.2,3,37.5%,56.25%,6.25%,33.33333333333333%,60.0%,6.666666666666667%,31,Sim
Win,4.69,2.77,3.5,2.5,23.076923076923077%,69.23076923076923%,7.6923076923076925%,33.33333333333333%,66.66666666666666%,0.0%,25,Sim
Lose,3.71,3,3.59,3.35,29.411764705882355%,70.58823529411765%,0.0%,29.411764705882355%,58.82352941176471%,11.76470588235294%,34,Sim
Win,3.56,3.28,4.06,3.12,22.22222222222222%,66.66666666666666%,11.11111111111111%,47.05882352941176%,52.94117647058824%,0.0%,35,Sim
Win,4,3.11,4.06,3.33,15.789473684210526%,73.68421052631578%,10.526315789473683%,38.88888888888889%,61.111111111111114%,0.0%,37,Sim
Win,4.26,3.37,4.06,3,36.84210526315789%,63.1578947368421%,0.0%,22.22222222222222%,66.66666666666666%,11.11111111111111%,37,Sim
Lose,5.2,1.8,4.8,2.2,0.0%,80.0%,20.0%,60.0%,20.0%,20.0%,10,Sim
Win,4,1.2,2.25,1.75,0.0%,80.0%,20.0%,0.0%,100.0%,0.0%,9,Sim
Win,3.5,3.19,3.87,2.73,18.75%,50.0%,31.25%,53.333333333333336%,46.666666666666664%,0.0%,31,Sim
Lose,3.93,2.8,4.8,3.27,33.33333333333333%,66.66666666666666%,0.0%,20.0%,60.0%,20.0%,30,Sim
Lose,4.12,3.12,4.19,2.94,43.75%,50.0%,6.25%,37.5%,56.25%,6.25%,32,Sim
Lose,3.86,2.5,4,3,35.714285714285715%,64.28571428571429%,0.0%,35.714285714285715%,50.0%,14.285714285714285%,28,Sim
Lose,4.55,2.64,4.73,2.64,36.36363636363637%,63.63636363636363%,0.0%,18.181818181818183%,81.81818181818183%,0.0%,22,Sim
Lose,4.36,2.36,4.09,2.55,18.181818181818183%,72.72727272727273%,9.090909090909092%,27.27272727272727%,63.63636363636363%,9.090909090909092%,22,Sim
Win,4.22,2,5,2.25,22.22222222222222%,55.55555555555556%,22.22222222222222%,37.5%,62.5%,0.0%,17,Sim
Win,3.77,2.38,3.92,2.67,30.76923076923077%,53.84615384615385%,15.384615384615385%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Win,4.65,3,4.25,3.06,23.52941176470588%,58.82352941176471%,17.647058823529413%,56.25%,43.75%,0.0%,33,Sim
Win,4,1.83,2,2.2,16.666666666666664%,66.66666666666666%,16.666666666666664%,20.0%,80.0%,0.0%,11,Sim
Win,3.69,3.31,4,2.67,6.25%,81.25%,12.5%,26.666666666666668%,73.33333333333333%,0.0%,31,Sim
Win,4.27,2.8,4.29,2.64,20.0%,60.0%,20.0%,57.14285714285714%,42.857142857142854%,0.0%,29,Sim
Win,4.54,2.54,4.33,3.17,15.384615384615385%,76.92307692307693%,7.6923076923076925%,33.33333333333333%,66.66666666666666%,0.0%,25,Sim
Lose,3.17,2.58,3,2.92,66.66666666666666%,33.33333333333333%,0.0%,41.66666666666667%,25.0%,33.33333333333333%,24,Sim
Lose,3.78,2.11,4.22,2.33,11.11111111111111%,88.88888888888889%,0.0%,22.22222222222222%,66.66666666666666%,11.11111111111111%,18,Sim
Lose,4.06,3.19,4.12,2.94,25.0%,68.75%,6.25%,25.0%,68.75%,6.25%,32,Sim
Lose,3.92,2.42,4.33,3,33.33333333333333%,58.333333333333336%,8.333333333333332%,50.0%,41.66666666666667%,8.333333333333332%,24,Sim
Lose,2.75,2,3.25,2.25,12.5%,87.5%,0.0%,12.5%,75.0%,12.5%,16,Sim
Win,2.8,1.2,5.5,1.5,0.0%,80.0%,20.0%,25.0%,75.0%,0.0%,9,Sim
Win,4.4,2.4,4.44,2.11,10.0%,70.0%,20.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Lose,4.33,2.53,4.07,3.13,40.0%,60.0%,0.0%,20.0%,66.66666666666666%,13.333333333333334%,30,Sim
Win,4.4,1.2,3.5,1.5,0.0%,80.0%,20.0%,50.0%,50.0%,0.0%,9,Sim
Win,4.83,1.67,4.6,1.4,0.0%,83.33333333333334%,16.666666666666664%,20.0%,80.0%,0.0%,11,Sim
Win,3.91,2.45,4.1,3.1,27.27272727272727%,54.54545454545454%,18.181818181818183%,40.0%,40.0%,20.0%,21,Sim
Lose,3.45,2.64,4,2.64,36.36363636363637%,63.63636363636363%,0.0%,36.36363636363637%,54.54545454545454%,9.090909090909092%,22,Sim
Lose,4.31,2.54,5.15,3,38.46153846153847%,61.53846153846154%,0.0%,30.76923076923077%,53.84615384615385%,15.384615384615385%,26,Sim
Lose,4.5,2.5,4.64,3,14.285714285714285%,78.57142857142857%,7.142857142857142%,14.285714285714285%,71.42857142857143%,14.285714285714285%,28,Sim
Win,4.25,2.17,4.45,2.36,50.0%,41.66666666666667%,8.333333333333332%,36.36363636363637%,63.63636363636363%,0.0%,23,Sim
Lose,4.31,2.54,5.38,2.92,46.15384615384615%,46.15384615384615%,7.6923076923076925%,30.76923076923077%,53.84615384615385%,15.384615384615385%,26,Sim
Win,3,2.5,3.11,2.22,30.0%,60.0%,10.0%,33.33333333333333%,55.55555555555556%,11.11111111111111%,19,Sim
Win,4.13,2.8,4.14,3,20.0%,73.33333333333333%,6.666666666666667%,21.428571428571427%,71.42857142857143%,7.142857142857142%,29,Sim
Win,3.86,2.79,3.62,2.69,28.57142857142857%,64.28571428571429%,7.142857142857142%,30.76923076923077%,69.23076923076923%,0.0%,27,Sim
Win,3.83,2.42,4.09,3,16.666666666666664%,75.0%,8.333333333333332%,27.27272727272727%,72.72727272727273%,0.0%,23,Sim
Win,4.5,2.71,4,3.08,42.857142857142854%,50.0%,7.142857142857142%,38.46153846153847%,46.15384615384615%,15.384615384615385%,27,Sim
Lose,4,3.14,3.86,2.5,28.57142857142857%,71.42857142857143%,0.0%,14.285714285714285%,78.57142857142857%,7.142857142857142%,28,Sim
Lose,4.73,2.6,3.8,3.07,33.33333333333333%,60.0%,6.666666666666667%,20.0%,73.33333333333333%,6.666666666666667%,30,Sim
Win,4.27,3.07,3.86,2.71,33.33333333333333%,60.0%,6.666666666666667%,21.428571428571427%,78.57142857142857%,0.0%,29,Sim
Win,3.78,3,3.88,3.12,33.33333333333333%,61.111111111111114%,5.555555555555555%,35.294117647058826%,64.70588235294117%,0.0%,35,Sim
Win,3.6,2.93,3.93,2.43,40.0%,53.333333333333336%,6.666666666666667%,28.57142857142857%,71.42857142857143%,0.0%,29,Sim
Win,4,1.75,5.43,1.86,25.0%,62.5%,12.5%,57.14285714285714%,42.857142857142854%,0.0%,15,Sim
Win,4.89,2.22,4.25,1.75,11.11111111111111%,77.77777777777779%,11.11111111111111%,25.0%,62.5%,12.5%,17,Sim
Lose,4.09,2.45,3.55,2.64,27.27272727272727%,72.72727272727273%,0.0%,45.45454545454545%,36.36363636363637%,18.181818181818183%,22,Sim
Win,4,2,3.14,1.71,12.5%,75.0%,12.5%,14.285714285714285%,71.42857142857143%,14.285714285714285%,15,Sim
Lose,4.44,3,4.06,2.94,37.5%,62.5%,0.0%,25.0%,56.25%,18.75%,32,Sim
Win,4.21,2.86,3.62,2.62,21.428571428571427%,71.42857142857143%,7.142857142857142%,30.76923076923077%,61.53846153846154%,7.6923076923076925%,27,Sim
Win,2.5,1,4,1.67,0.0%,50.0%,50.0%,33.33333333333333%,66.66666666666666%,0.0%,7,Sim
Win,4.19,2.75,4.67,3.07,25.0%,68.75%,6.25%,20.0%,80.0%,0.0%,31,Sim
